"","effect","cause","menas"
"877","L_tanganicanus","L_attenuatus","1st Qu.:0.998019711572578"
"878","L_tanganicanus","L_attenuatus","Median :1.48754562315923"
"879","L_tanganicanus","L_attenuatus","Mean   :1.30396641187903"
"880","L_tanganicanus","L_attenuatus","3rd Qu.:1.68159239041583"
"881","L_tanganicanus","L_attenuatus","Max.   :1.97816055959034"
"882","L_tanganicanus","L_attenuatus","NA's  :1"
"883","L_tanganicanus","L_callipterus","Min.   :-0.297113508063696"
"884","L_tanganicanus","L_callipterus","1st Qu.:-0.106189847446172"
"885","L_tanganicanus","L_callipterus","Median :0.074113029731701"
"886","L_tanganicanus","L_callipterus","Mean   :0.103512880123563"
"887","L_tanganicanus","L_callipterus","3rd Qu.:0.264023234059334"
"888","L_tanganicanus","L_callipterus","Max.   :0.788009136286501"
"889","L_tanganicanus","L_callipterus","NA's  :1"
"890","L_tanganicanus","L_dardennii","Min.   :-0.389438570574203"
"891","L_tanganicanus","L_dardennii","1st Qu.:-0.171412492793395"
"892","L_tanganicanus","L_dardennii","Median :-0.0350764351374764"
"893","L_tanganicanus","L_dardennii","Mean   :-0.0387500372666881"
"894","L_tanganicanus","L_dardennii","3rd Qu.:0.121987964064489"
"895","L_tanganicanus","L_dardennii","Max.   :0.331172450845125"
"896","L_tanganicanus","L_dardennii","NA's  :1"
"897","X_papilio","X_papilio","Min.   :-1.36094824255213"
"898","X_papilio","X_papilio","1st Qu.:-0.410132605849363"
"899","X_papilio","X_papilio","Median :-0.0976695638006516"
"900","X_papilio","X_papilio","Mean   :-0.0296211684919714"
"901","X_papilio","X_papilio","3rd Qu.:0.262324680136971"
"902","X_papilio","X_papilio","Max.   :1.45332196863269"
"903","X_papilio","X_papilio","NA's  :1"
"904","X_papilio","L_attenuatus","Min.   :-1.03979636335474"
"905","X_papilio","L_attenuatus","1st Qu.:0.847603943211874"
"906","X_papilio","L_attenuatus","Median :1.59101128313174"
"907","X_papilio","L_attenuatus","Mean   :1.54138209034654"
"908","X_papilio","L_attenuatus","3rd Qu.:1.79978450222962"
"909","X_papilio","L_attenuatus","Max.   :4.25160674547729"
"910","X_papilio","L_attenuatus","NA's  :1"
"911","X_papilio","L_callipterus","Min.   :-2.85907321769449"
"912","X_papilio","L_callipterus","1st Qu.:-0.975909245689178"
"913","X_papilio","L_callipterus","Median :-0.352587374903116"
"914","X_papilio","L_callipterus","Mean   :-0.488084155109407"
"915","X_papilio","L_callipterus","3rd Qu.:-0.0229952532508101"
"916","X_papilio","L_callipterus","Max.   :0.943806561543218"
"917","X_papilio","L_callipterus","NA's  :1"
"918","X_papilio","N_fasciatus","Min.   :-1.64728748821273"
"919","X_papilio","N_fasciatus","1st Qu.:-0.602611368180874"
"920","X_papilio","N_fasciatus","Median :0.145648711912464"
"921","X_papilio","N_fasciatus","Mean   :-0.0450757365917429"
"922","X_papilio","N_fasciatus","3rd Qu.:0.658011424759284"
"923","X_papilio","N_fasciatus","Max.   :1.42928114926835"
"924","X_papilio","N_fasciatus","NA's  :1"
"925","X_papilio","T_moorii","Min.   :-1.10408501883914"
"926","X_papilio","T_moorii","1st Qu.:-0.540830742164132"
"927","X_papilio","T_moorii","Median :-0.011350973190535"
"928","X_papilio","T_moorii","Mean   :-0.101700383598735"
"929","X_papilio","T_moorii","3rd Qu.:0.253019629635342"
"930","X_papilio","T_moorii","Max.   :0.899448485841594"
"931","X_papilio","T_moorii","NA's  :1"
"932","X_papilio","T_vittatus","Min.   :-2.1976435974287"
"933","X_papilio","T_vittatus","1st Qu.:-0.770778940480701"
"934","X_papilio","T_vittatus","Median :-0.515794711678426"
"935","X_papilio","T_vittatus","Mean   :-0.399897766251649"
"936","X_papilio","T_vittatus","3rd Qu.:-0.136776235121614"
"937","X_papilio","T_vittatus","Max.   :1.23672733147157"
"938","X_papilio","T_vittatus","NA's  :1"
"939","X_papilio","V_moorii","Min.   :-0.500055060807416"
"940","X_papilio","V_moorii","1st Qu.:-0.0772810107604011"
"941","X_papilio","V_moorii","Median :0.109651345512209"
"942","X_papilio","V_moorii","Mean   :0.158103506767036"
"943","X_papilio","V_moorii","3rd Qu.:0.387057396269276"
"944","X_papilio","V_moorii","Max.   :1.08718792291388"
"945","X_papilio","V_moorii","NA's  :1"
"946","V_moorii","V_moorii","Min.   :-3.09310760725847"
"947","V_moorii","V_moorii","1st Qu.:-0.226737378375382"
"948","V_moorii","V_moorii","Median :0.216862939488586"
"949","V_moorii","V_moorii","Mean   :0.0801964779284757"
"950","V_moorii","V_moorii","3rd Qu.:0.603425036779695"
"951","V_moorii","V_moorii","Max.   :2.00551096526591"
"952","V_moorii","V_moorii","NA's  :1"
"953","V_moorii","L_dardennii","Min.   :-2.47276631368035"
"954","V_moorii","L_dardennii","1st Qu.:-1.15321369611758"
"955","V_moorii","L_dardennii","Median :-0.701555482114032"
"956","V_moorii","L_dardennii","Mean   :-0.640573277969189"
"957","V_moorii","L_dardennii","3rd Qu.:0.134345136371637"
"958","V_moorii","L_dardennii","Max.   :0.737153200422787"
"959","V_moorii","L_dardennii","NA's  :1"
"960","V_moorii","L_elongatus","Min.   :-2.55649684644274"
"961","V_moorii","L_elongatus","1st Qu.:-0.835978488546123"
"962","V_moorii","L_elongatus","Median :-0.232823238485075"
"963","V_moorii","L_elongatus","Mean   :-0.347356226740902"
"964","V_moorii","L_elongatus","3rd Qu.:0.142253594850863"
"965","V_moorii","L_elongatus","Max.   :1.48776363422975"
"966","V_moorii","L_elongatus","NA's  :1"
"967","V_moorii","O_ventralis","Min.   :-2.72000752177366"
"968","V_moorii","O_ventralis","1st Qu.:-0.676987844870911"
"969","V_moorii","O_ventralis","Median :0.0552537261775028"
"970","V_moorii","O_ventralis","Mean   :-0.2268703820215"
"971","V_moorii","O_ventralis","3rd Qu.:0.493973035812323"
"972","V_moorii","O_ventralis","Max.   :1.97633943602775"
"973","V_moorii","O_ventralis","NA's  :1"
"974","V_moorii","T_moorii","Min.   :-1.98499520807762"
"975","V_moorii","T_moorii","1st Qu.:-0.625760334496766"
"976","V_moorii","T_moorii","Median :0.221381904125152"
"977","V_moorii","T_moorii","Mean   :0.00423038098339614"
"978","V_moorii","T_moorii","3rd Qu.:0.598195915311752"
"979","V_moorii","T_moorii","Max.   :1.23102132185822"
"980","V_moorii","T_moorii","NA's  :1"
"981","T_temporalis","T_temporalis","Min.   :-4.04050093189351"
"982","T_temporalis","T_temporalis","1st Qu.:-1.32247302197236"
"983","T_temporalis","T_temporalis","Median :-0.21288599138459"
"984","T_temporalis","T_temporalis","Mean   :-0.421889600425805"
"985","T_temporalis","T_temporalis","3rd Qu.:0.813922153524913"
"986","T_temporalis","T_temporalis","Max.   :3.04815856925779"
"987","T_temporalis","T_temporalis","NA's  :1"
"988","T_temporalis","L_elongatus","Min.   :-4.79022697364682"
"989","T_temporalis","L_elongatus","1st Qu.:-1.69255960194583"
"990","T_temporalis","L_elongatus","Median :-0.365358918015345"
"991","T_temporalis","L_elongatus","Mean   :-0.361401657557099"
"992","T_temporalis","L_elongatus","3rd Qu.:0.467018311349899"
"993","T_temporalis","L_elongatus","Max.   :5.83306542831018"
"994","T_temporalis","L_elongatus","NA's  :1"
"995","P_polyodon","P_polyodon","Min.   :-0.775945482363017"
"996","P_polyodon","P_polyodon","1st Qu.:-0.276950091978989"
"997","P_polyodon","P_polyodon","Median :0.116384804603738"
"998","P_polyodon","P_polyodon","Mean   :0.0158712053964211"
"999","P_polyodon","P_polyodon","3rd Qu.:0.282437159249658"
"1000","P_polyodon","P_polyodon","Max.   :0.59291493368381"
"1001","P_polyodon","P_polyodon","NA's  :1"
"1002","P_polyodon","L_tanganicanus","Min.   :-2.55381449913518"
"1003","P_polyodon","L_tanganicanus","1st Qu.:-0.216437637289088"
"1004","P_polyodon","L_tanganicanus","Median :0.0160844234899143"
"1005","P_polyodon","L_tanganicanus","Mean   :0.241895910022561"
"1006","P_polyodon","L_tanganicanus","3rd Qu.:0.813662001924851"
"1007","P_polyodon","L_tanganicanus","Max.   :2.78122042078144"
"1008","P_polyodon","L_tanganicanus","NA's  :1"
"1009","P_polyodon","T_vittatus","Min.   :-1.40379498236496"
"1010","P_polyodon","T_vittatus","1st Qu.:-0.258175090623823"
"1011","P_polyodon","T_vittatus","Median :-0.0799517617234213"
"1012","P_polyodon","T_vittatus","Mean   :0.00206856665597753"
"1013","P_polyodon","T_vittatus","3rd Qu.:0.449301033608582"
"1014","P_polyodon","T_vittatus","Max.   :1.08003632103336"
"1015","P_polyodon","T_vittatus","NA's  :1"
"1016","P_polyodon","V_moorii","Min.   :-0.647773743326423"
"1017","P_polyodon","V_moorii","1st Qu.:-0.107939622880736"
"1018","P_polyodon","V_moorii","Median :0.031702088896093"
"1019","P_polyodon","V_moorii","Mean   :-0.00379174655608525"
"1020","P_polyodon","V_moorii","3rd Qu.:0.165171217144762"
"1021","P_polyodon","V_moorii","Max.   :0.4729310835235"
"1022","P_polyodon","V_moorii","NA's  :1"
"1023","S_multipunctatus","S_multipunctatus","Min.   :-1.11150398481293"
"1024","S_multipunctatus","S_multipunctatus","1st Qu.:-0.490689532965424"
"1025","S_multipunctatus","S_multipunctatus","Median :-0.15069094621391"
"1026","S_multipunctatus","S_multipunctatus","Mean   :-0.0020032054691235"
"1027","S_multipunctatus","S_multipunctatus","3rd Qu.:0.310939690701219"
"1028","S_multipunctatus","S_multipunctatus","Max.   :1.90554875587525"
"1029","S_multipunctatus","S_multipunctatus","NA's  :1"
"1030","S_multipunctatus","N_fasciatus","Min.   :-1.96245301725723"
"1031","S_multipunctatus","N_fasciatus","1st Qu.:-0.996221504284032"
"1032","S_multipunctatus","N_fasciatus","Median :-0.305806606497785"
"1033","S_multipunctatus","N_fasciatus","Mean   :-0.389732437757891"
"1034","S_multipunctatus","N_fasciatus","3rd Qu.:0.156036068051631"
"1035","S_multipunctatus","N_fasciatus","Max.   :1.10190630818584"
"1036","S_multipunctatus","N_fasciatus","NA's  :1"
"1037","S_multipunctatus","N_sexfasciatus","Min.   :-0.783264320934659"
"1038","S_multipunctatus","N_sexfasciatus","1st Qu.:0.149492866033256"
"1039","S_multipunctatus","N_sexfasciatus","Median :0.647762004138749"
"1040","S_multipunctatus","N_sexfasciatus","Mean   :0.585006774211184"
"1041","S_multipunctatus","N_sexfasciatus","3rd Qu.:1.06699893516839"
"1042","S_multipunctatus","N_sexfasciatus","Max.   :2.0569241495151"
"1043","S_multipunctatus","N_sexfasciatus","NA's  :1"
"1044","S_multipunctatus","T_vittatus","Min.   :-3.6817358017805"
"1045","S_multipunctatus","T_vittatus","1st Qu.:-0.82989817620703"
"1046","S_multipunctatus","T_vittatus","Median :-0.138752241511384"
"1047","S_multipunctatus","T_vittatus","Mean   :-0.329908662413811"
"1048","S_multipunctatus","T_vittatus","3rd Qu.:0.129784722841118"
"1049","S_multipunctatus","T_vittatus","Max.   :2.28366592730366"
"1050","S_multipunctatus","T_vittatus","NA's  :1"
"1051","S_multipunctatus","X_papilio","Min.   :-0.865476100829577"
"1052","S_multipunctatus","X_papilio","1st Qu.:-0.0772451310931704"
"1053","S_multipunctatus","X_papilio","Median :0.171057604782109"
"1054","S_multipunctatus","X_papilio","Mean   :0.219655273202154"
"1055","S_multipunctatus","X_papilio","3rd Qu.:0.507173472817676"
"1056","S_multipunctatus","X_papilio","Max.   :1.30923504324874"
"1057","S_multipunctatus","X_papilio","NA's  :1"
