"","effect","cause","menas"
"853","P_polyodon","P_polyodon","Min.   :-0.775945482363015"
"854","P_polyodon","P_polyodon","1st Qu.:-0.263202901024649"
"855","P_polyodon","P_polyodon","Median :0.0887712354783023"
"856","P_polyodon","P_polyodon","Mean   :0.0096211840404"
"857","P_polyodon","P_polyodon","3rd Qu.:0.281911840883971"
"858","P_polyodon","P_polyodon","Max.   :0.592914933683813"
"859","P_polyodon","L_tanganicanus","Min.   :-2.55381449913518"
"860","P_polyodon","L_tanganicanus","1st Qu.:-0.22987583616548"
"861","P_polyodon","L_tanganicanus","Median :-0.014788556167177"
"862","P_polyodon","L_tanganicanus","Mean   :0.22043203878482"
"863","P_polyodon","L_tanganicanus","3rd Qu.:0.797646627952764"
"864","P_polyodon","L_tanganicanus","Max.   :2.78122042078144"
"865","P_polyodon","T_vittatus","Min.   :-1.40379498236495"
"866","P_polyodon","T_vittatus","1st Qu.:-0.255905938159534"
"867","P_polyodon","T_vittatus","Median :-0.0775997619962096"
"868","P_polyodon","T_vittatus","Mean   :0.00628679165433175"
"869","P_polyodon","T_vittatus","3rd Qu.:0.446985942270488"
"870","P_polyodon","T_vittatus","Max.   :1.08003632103336"
"871","P_polyodon","V_moorii","Min.   :-0.647773743326423"
"872","P_polyodon","V_moorii","1st Qu.:-0.151218721506853"
"873","P_polyodon","V_moorii","Median :0.0166809412052918"
"874","P_polyodon","V_moorii","Mean   :-0.0111658839537175"
"875","P_polyodon","V_moorii","3rd Qu.:0.161170944471994"
"876","P_polyodon","V_moorii","Max.   :0.472931083523505"
"877","S_multipunctatus","S_multipunctatus","Min.   :-1.11150398481293"
"878","S_multipunctatus","S_multipunctatus","1st Qu.:-0.521324938076711"
"879","S_multipunctatus","S_multipunctatus","Median :-0.159062459230838"
"880","S_multipunctatus","S_multipunctatus","Mean   :-0.0157356533959357"
"881","S_multipunctatus","S_multipunctatus","3rd Qu.:0.278069133072354"
"882","S_multipunctatus","S_multipunctatus","Max.   :1.90554875587525"
"883","S_multipunctatus","N_fasciatus","Min.   :-1.96245301725722"
"884","S_multipunctatus","N_fasciatus","1st Qu.:-0.984930964937475"
"885","S_multipunctatus","N_fasciatus","Median :-0.273925145115156"
"886","S_multipunctatus","N_fasciatus","Mean   :-0.382938551174847"
"887","S_multipunctatus","N_fasciatus","3rd Qu.:0.153339444484974"
"888","S_multipunctatus","N_fasciatus","Max.   :1.10190630818584"
"889","S_multipunctatus","N_sexfasciatus","Min.   :-0.783264320934657"
"890","S_multipunctatus","N_sexfasciatus","1st Qu.:0.154347194733374"
"891","S_multipunctatus","N_sexfasciatus","Median :0.609873336586647"
"892","S_multipunctatus","N_sexfasciatus","Mean   :0.585616524032486"
"893","S_multipunctatus","N_sexfasciatus","3rd Qu.:1.06025400183091"
"894","S_multipunctatus","N_sexfasciatus","Max.   :2.0569241495151"
"895","S_multipunctatus","T_vittatus","Min.   :-3.6817358017805"
"896","S_multipunctatus","T_vittatus","1st Qu.:-0.757243429936108"
"897","S_multipunctatus","T_vittatus","Median :-0.144511376786283"
"898","S_multipunctatus","T_vittatus","Mean   :-0.325893693247719"
"899","S_multipunctatus","T_vittatus","3rd Qu.:0.126053386041481"
"900","S_multipunctatus","T_vittatus","Max.   :2.28366592730366"
"901","S_multipunctatus","X_papilio","Min.   :-0.86547610082958"
"902","S_multipunctatus","X_papilio","1st Qu.:-0.0684928992303658"
"903","S_multipunctatus","X_papilio","Median :0.174426439370813"
"904","S_multipunctatus","X_papilio","Mean   :0.229396605270603"
"905","S_multipunctatus","X_papilio","3rd Qu.:0.559541844688566"
"906","S_multipunctatus","X_papilio","Max.   :1.30923504324874"
